Año;Mes;Nacionalidad;Femenino;Masculino;Indefinido;Total;Nueva;columna;georreferenciada
2015;Noviembre;Venezuela;0;4;;4;POINT;10970933;-74765343
2015;Noviembre;Venezuela;6;7;;13;POINT;11117206;-74232675
2015;Noviembre;Venezuela;188;291;;479;POINT;11360029;-72129595
2015;Noviembre;Venezuela;2;0;;2;POINT;125862;-81702165
2015;Noviembre;Venezuela;12;16;;28;POINT;3451668;-76532004
2015;Noviembre;Venezuela;36;59;;95;POINT;3866713;-67927521
2015;Noviembre;Venezuela;4208;4.76;;8968;POINT;4697157;-74140516
2015;Noviembre;Venezuela;4;4;;8;POINT;4815189;-75736374
2015;Noviembre;Venezuela;1892;1.81;;3702;POINT;6170465;-7542726
2015;Noviembre;Venezuela;59;101;;160;POINT;6185536;-67484028
2015;Noviembre;Venezuela;40;63;;103;POINT;7088729;-70740253
2015;Noviembre;Venezuela;7;6;;13;POINT;7128047;-73181317
2015;Noviembre;Venezuela;2521;3.08;;5601;POINT;7819;-72453013
2015;Noviembre;Venezuela;115;132;;247;POINT;7927233;-72508188
2015;Diciembre;Venezuela;0;20;;20;POINT;10406342;-75527794
2015;Diciembre;Venezuela;529;406;;935;POINT;10446304;-75516486
2015;Diciembre;Venezuela;27;48;;75;POINT;10886686;-74776479
2015;Diciembre;Venezuela;0;6;;6;POINT;11117206;-74232675
2015;Diciembre;Venezuela;225;330;;555;POINT;11360029;-72129595
2015;Diciembre;Venezuela;3;5;;8;POINT;125862;-81702165
2015;Diciembre;Venezuela;24;43;;67;POINT;3451668;-76532004
2015;Diciembre;Venezuela;47;48;;95;POINT;3866713;-67927521
2015;Diciembre;Venezuela;4543;4387;;8.93;POINT;4697157;-74140516
2015;Diciembre;Venezuela;1;4;;5;POINT;4815189;-75736374
2015;Diciembre;Venezuela;1985;1641;;3626;POINT;6170465;-7542726
2015;Diciembre;Venezuela;49;76;;125;POINT;6185536;-67484028
2015;Diciembre;Venezuela;61;145;;206;POINT;7088729;-70740253
2015;Diciembre;Venezuela;20;18;;38;POINT;7128047;-73181317
2015;Diciembre;Venezuela;3048;3439;;6487;POINT;7819;-72453013
2015;Diciembre;Venezuela;178;221;;399;POINT;7927233;-72508188
2016;Enero;Venezuela;0;42;;42;POINT;10406342;-75527794
2016;Enero;Venezuela;61;88;;149;POINT;10446304;-75516486
2016;Enero;Venezuela;14;47;;61;POINT;10886686;-74776479
2016;Enero;Venezuela;1;5;;6;POINT;11117206;-74232675
2016;Enero;Venezuela;244;414;;658;POINT;11360029;-72129595
2016;Enero;Venezuela;1;2;;3;POINT;125862;-81702165
2016;Enero;Venezuela;22;46;;68;POINT;3451668;-76532004
2016;Enero;Venezuela;36;47;;83;POINT;3866713;-67927521
2016;Enero;Venezuela;3445;3845;;7.29;POINT;4697157;-74140516
2016;Enero;Venezuela;5;9;;14;POINT;4815189;-75736374
2016;Enero;Venezuela;719;716;;1435;POINT;6170465;-7542726
2016;Enero;Venezuela;32;81;;113;POINT;6185536;-67484028
2016;Enero;Venezuela;43;80;;123;POINT;7088729;-70740253
2016;Enero;Venezuela;12;15;;27;POINT;7128047;-73181317
2016;Enero;Venezuela;2721;3401;;6122;POINT;7819;-72453013
2016;Enero;Venezuela;159;225;;384;POINT;7927233;-72508188
2016;Febrero;Venezuela;0;7;;7;POINT;10406342;-75527794
2016;Febrero;Venezuela;4;17;;21;POINT;10446304;-75516486
2016;Febrero;Venezuela;16;65;;81;POINT;10886686;-74776479
2016;Febrero;Venezuela;0;1;;1;POINT;10970933;-74765343
2016;Febrero;Venezuela;3;4;;7;POINT;11247723;-74213989
2016;Febrero;Venezuela;279;456;;735;POINT;11360029;-72129595
2016;Febrero;Venezuela;1;3;;4;POINT;125862;-81702165
2016;Febrero;Venezuela;14;28;;42;POINT;3451668;-76532004
2016;Febrero;Venezuela;48;53;;101;POINT;3866713;-67927521
2016;Febrero;Venezuela;2975;3669;;6644;POINT;4697157;-74140516
2016;Febrero;Venezuela;0;1;;1;POINT;4815189;-75736374
2016;Febrero;Venezuela;541;599;;1.14;POINT;6170465;-7542726
2016;Febrero;Venezuela;64;101;;165;POINT;6185536;-67484028
2016;Febrero;Venezuela;36;45;;81;POINT;7088729;-70740253
2016;Febrero;Venezuela;1;1;;2;POINT;7128047;-73181317
2016;Febrero;Venezuela;1865;2498;;4363;POINT;7819;-72453013
2016;Febrero;Venezuela;148;187;;335;POINT;7927233;-72508188
2016;Marzo;Venezuela;2;9;;11;POINT;10406342;-75527794
2016;Marzo;Venezuela;3;6;;9;POINT;10446304;-75516486
2016;Marzo;Venezuela;16;42;;58;POINT;10886686;-74776479
2016;Marzo;Venezuela;0;10;;10;POINT;11117206;-74232675
2016;Marzo;Venezuela;424;602;;1026;POINT;11360029;-72129595
2016;Marzo;Venezuela;0;1;;1;POINT;125862;-81702165
2016;Marzo;Venezuela;11;18;;29;POINT;3451668;-76532004
2016;Marzo;Venezuela;53;72;;125;POINT;3866713;-67927521
2016;Marzo;Venezuela;3.61;4205;;7815;POINT;4697157;-74140516
2016;Marzo;Venezuela;3;5;;8;POINT;4815189;-75736374
2016;Marzo;Venezuela;831;812;;1643;POINT;6170465;-7542726
2016;Marzo;Venezuela;81;134;;215;POINT;6185536;-67484028
2016;Marzo;Venezuela;63;93;;156;POINT;7088729;-70740253
2016;Marzo;Venezuela;2;11;;13;POINT;7128047;-73181317
2016;Marzo;Venezuela;1656;2095;;3751;POINT;7819;-72453013
2016;Marzo;Venezuela;107;146;;253;POINT;7927233;-72508188
2016;Abril;Venezuela;0;9;;9;POINT;10406342;-75527794
2016;Abril;Venezuela;6;4;;10;POINT;10433609;-73247863
2016;Abril;Venezuela;3;21;;24;POINT;10446304;-75516486
2016;Abril;Venezuela;11;61;;72;POINT;10886686;-74776479
2016;Abril;Venezuela;0;1;;1;POINT;10970933;-74765343
2016;Abril;Venezuela;0;5;;5;POINT;11117206;-74232675
2016;Abril;Venezuela;0;3;;3;POINT;11247723;-74213989
2016;Abril;Venezuela;402;643;;1045;POINT;11360029;-72129595
2016;Abril;Venezuela;1;4;;5;POINT;125862;-81702165
2016;Abril;Venezuela;15;20;;35;POINT;3451668;-76532004
2016;Abril;Venezuela;35;26;;61;POINT;3866713;-67927521
2016;Abril;Venezuela;3024;3553;;6577;POINT;4697157;-74140516
2016;Abril;Venezuela;2;5;;7;POINT;4815189;-75736374
2016;Abril;Venezuela;507;586;;1093;POINT;6170465;-7542726
2016;Abril;Venezuela;40;53;;93;POINT;6185536;-67484028
2016;Abril;Venezuela;51;47;;98;POINT;7088729;-70740253
2016;Abril;Venezuela;3;3;;6;POINT;7128047;-73181317
2016;Abril;Venezuela;1308;1935;;3243;POINT;7819;-72453013
2016;Abril;Venezuela;90;126;;216;POINT;7927233;-72508188
2016;Mayo;Venezuela;0;14;;14;POINT;10406342;-75527794
2016;Mayo;Venezuela;1;3;;4;POINT;10446304;-75516486
2016;Mayo;Venezuela;12;44;;56;POINT;10886686;-74776479
2016;Mayo;Venezuela;0;2;;2;POINT;10970933;-74765343
2016;Mayo;Venezuela;1;10;;11;POINT;11117206;-74232675
2016;Mayo;Venezuela;0;7;;7;POINT;11247723;-74213989
2016;Mayo;Venezuela;418;677;;1095;POINT;11360029;-72129595
2016;Mayo;Venezuela;1;1;;2;POINT;125862;-81702165
2016;Mayo;Venezuela;8;22;;30;POINT;3451668;-76532004
2016;Mayo;Venezuela;32;39;;71;POINT;3866713;-67927521
2016;Mayo;Venezuela;3.12;4011;;7131;POINT;4697157;-74140516
2016;Mayo;Venezuela;0;6;;6;POINT;4815189;-75736374
2016;Mayo;Venezuela;492;588;;1.08;POINT;6170465;-7542726
2016;Mayo;Venezuela;47;54;;101;POINT;6185536;-67484028
2016;Mayo;Venezuela;60;71;;131;POINT;7088729;-70740253
2016;Mayo;Venezuela;3;2;;5;POINT;7128047;-73181317
2016;Mayo;Venezuela;1513;2147;;3.66;POINT;7819;-72453013
2016;Mayo;Venezuela;136;172;;308;POINT;7927233;-72508188
2016;Junio;Venezuela;0;27;;27;POINT;10406342;-75527794
2016;Junio;Venezuela;9;22;;31;POINT;10446304;-75516486
2016;Junio;Venezuela;32;40;;72;POINT;10886686;-74776479
2016;Junio;Venezuela;0;1;;1;POINT;11247723;-74213989
2016;Junio;Venezuela;670;942;;1612;POINT;11360029;-72129595
2016;Junio;Venezuela;4;4;;8;POINT;125862;-81702165
2016;Junio;Venezuela;8;28;;36;POINT;3451668;-76532004
2016;Junio;Venezuela;24;38;;62;POINT;3866713;-67927521
2016;Junio;Venezuela;3351;4195;;7546;POINT;4697157;-74140516
2016;Junio;Venezuela;1;4;;5;POINT;4815189;-75736374
2016;Junio;Venezuela;659;733;;1392;POINT;6170465;-7542726
2016;Junio;Venezuela;27;46;;73;POINT;6185536;-67484028
2016;Junio;Venezuela;78;84;;162;POINT;7088729;-70740253
2016;Junio;Venezuela;2;4;;6;POINT;7128047;-73181317
2016;Junio;Venezuela;1466;2036;;3502;POINT;7819;-72453013
2016;Junio;Venezuela;161;165;;326;POINT;7927233;-72508188
2016;Julio;Venezuela;0;1;;1;POINT;10406342;-75527794
2016;Julio;Venezuela;29;40;;69;POINT;10446304;-75516486
2016;Julio;Venezuela;18;51;;69;POINT;10886686;-74776479
2016;Julio;Venezuela;1;10;;11;POINT;11117206;-74232675
2016;Julio;Venezuela;0;1;;1;POINT;11247723;-74213989
2016;Julio;Venezuela;2209;2843;;5052;POINT;11360029;-72129595
2016;Julio;Venezuela;2;4;;6;POINT;125862;-81702165
2016;Julio;Venezuela;8;25;;33;POINT;3451668;-76532004
2016;Julio;Venezuela;9;23;;32;POINT;3866713;-67927521
2016;Julio;Venezuela;4487;4615;;9102;POINT;4697157;-74140516
2016;Julio;Venezuela;1;3;;4;POINT;4815189;-75736374
2016;Julio;Venezuela;963;959;;1922;POINT;6170465;-7542726
2016;Julio;Venezuela;31;43;;74;POINT;6185536;-67484028
2016;Julio;Venezuela;44;45;;89;POINT;7088729;-70740253
2016;Julio;Venezuela;5;3;;8;POINT;7128047;-73181317
2016;Julio;Venezuela;2517;3113;;5.63;POINT;7819;-72453013
2016;Julio;Venezuela;263;288;;551;POINT;7927233;-72508188
2016;Julio;Venezuela;18;22;;40;POINT;836068;-72409396
2016;Agosto;Venezuela;0;11;;11;POINT;10406342;-75527794
2016;Agosto;Venezuela;5;6;;11;POINT;10446304;-75516486
2016;Agosto;Venezuela;46;156;;202;POINT;10886686;-74776479
2016;Agosto;Venezuela;8298;8635;;16933;POINT;11360029;-72129595
2016;Agosto;Venezuela;0;1;;1;POINT;125862;-81702165
2016;Agosto;Venezuela;27;23;;50;POINT;3451668;-76532004
2016;Agosto;Venezuela;14;15;;29;POINT;3866713;-67927521
2016;Agosto;Venezuela;4337;4693;;9.03;POINT;4697157;-74140516
2016;Agosto;Venezuela;6;11;;17;POINT;4815189;-75736374
2016;Agosto;Venezuela;828;912;;1.74;POINT;6170465;-7542726
2016;Agosto;Venezuela;1342;1695;;3037;POINT;6185536;-67484028
2016;Agosto;Venezuela;5234;4834;;10068;POINT;7088729;-70740253
2016;Agosto;Venezuela;10;8;;18;POINT;7128047;-73181317
2016;Agosto;Venezuela;6171;7462;;13633;POINT;7819;-72453013
2016;Agosto;Venezuela;0;2;;2;POINT;7927233;-72508188
2016;Agosto;Venezuela;436;444;;880;POINT;836068;-72409396
2016;Septiembre;Venezuela;0;2;;2;POINT;10406342;-75527794
2016;Septiembre;Venezuela;15;114;;129;POINT;10446304;-75516486
2016;Septiembre;Venezuela;11;98;;109;POINT;10886686;-74776479
2016;Septiembre;Venezuela;0;1;;1;POINT;11117206;-74232675
2016;Septiembre;Venezuela;0;1;;1;POINT;11247723;-74213989
2016;Septiembre;Venezuela;4588;5586;;10174;POINT;11360029;-72129595
2016;Septiembre;Venezuela;3;3;;6;POINT;125862;-81702165
2016;Septiembre;Venezuela;9;31;;40;POINT;3451668;-76532004
2016;Septiembre;Venezuela;23;21;;44;POINT;3866713;-67927521
2016;Septiembre;Venezuela;3273;3718;;6991;POINT;4697157;-74140516
2016;Septiembre;Venezuela;3;2;;5;POINT;4815189;-75736374
2016;Septiembre;Venezuela;492;564;;1056;POINT;6170465;-7542726
2016;Septiembre;Venezuela;1864;2356;;4.22;POINT;6185536;-67484028
2016;Septiembre;Venezuela;5522;5453;;10975;POINT;7088729;-70740253
2016;Septiembre;Venezuela;2;2;;4;POINT;7128047;-73181317
2016;Septiembre;Venezuela;6.12;8063;;14183;POINT;7819;-72453013
2016;Septiembre;Venezuela;1;7;;8;POINT;7927233;-72508188
2016;Septiembre;Venezuela;125;137;;262;POINT;836068;-72409396
2016;Octubre;Venezuela;0;5;;5;POINT;10406342;-75527794
2016;Octubre;Venezuela;32;78;;110;POINT;10446304;-75516486
2016;Octubre;Venezuela;19;59;;78;POINT;10886686;-74776479
2016;Octubre;Venezuela;0;7;;7;POINT;10970933;-74765343
2016;Octubre;Venezuela;0;1;;1;POINT;11247723;-74213989
2016;Octubre;Venezuela;4332;5126;;9458;POINT;11360029;-72129595
2016;Octubre;Venezuela;0;2;;2;POINT;125862;-81702165
2016;Octubre;Venezuela;14;32;;46;POINT;3451668;-76532004
2016;Octubre;Venezuela;17;17;;34;POINT;3866713;-67927521
2016;Octubre;Venezuela;0;1;;1;POINT;3884426;-77061029
2016;Octubre;Venezuela;3437;3.95;;7387;POINT;4697157;-74140516
2016;Octubre;Venezuela;6;8;;14;POINT;4815189;-75736374
2016;Octubre;Venezuela;577;621;;1198;POINT;6170465;-7542726
2016;Octubre;Venezuela;1382;1.84;;3222;POINT;6185536;-67484028
2016;Octubre;Venezuela;87;112;;199;POINT;7088729;-70740253
2016;Octubre;Venezuela;2;1;;3;POINT;7128047;-73181317
2016;Octubre;Venezuela;6722;8714;;15436;POINT;7819;-72453013
2016;Octubre;Venezuela;67;84;;151;POINT;836068;-72409396
2016;Noviembre;Venezuela;0;4;;4;POINT;10406342;-75527794
2016;Noviembre;Venezuela;7;17;;24;POINT;10446304;-75516486
2016;Noviembre;Venezuela;31;65;;96;POINT;10886686;-74776479
2016;Noviembre;Venezuela;0;11;;11;POINT;11117206;-74232675
2016;Noviembre;Venezuela;4334;5075;;9409;POINT;11360029;-72129595
2016;Noviembre;Venezuela;2;0;;2;POINT;125862;-81702165
2016;Noviembre;Venezuela;9;54;;63;POINT;3451668;-76532004
2016;Noviembre;Venezuela;44;36;;80;POINT;3866713;-67927521
2016;Noviembre;Venezuela;3419;4073;;7492;POINT;4697157;-74140516
2016;Noviembre;Venezuela;3;3;;6;POINT;4815189;-75736374
2016;Noviembre;Venezuela;563;570;;1133;POINT;6170465;-7542726
2016;Noviembre;Venezuela;785;1024;;1809;POINT;6185536;-67484028
2016;Noviembre;Venezuela;117;161;;278;POINT;7088729;-70740253
2016;Noviembre;Venezuela;2;7;;9;POINT;7128047;-73181317
2016;Noviembre;Venezuela;6.8;8672;;15472;POINT;7819;-72453013
2016;Noviembre;Venezuela;75;75;;150;POINT;836068;-72409396
2016;Diciembre;Venezuela;0;18;;18;POINT;10406342;-75527794
2016;Diciembre;Venezuela;18;37;;55;POINT;10446304;-75516486
